EN.ATM.CO2E.KT,EN.ATM.CO2E.PC,EN.ATM.CO2E.PP.GD,NY.GDP.MKTP.KD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.KD,NY.GDP.PCAP.KD.ZG,SP.POP.TOTL,SP.POP.GROW,SP.URB.TOTL.IN.ZS,SP.URB.GROW,SP.RUR.TOTL.ZG,EG.USE.COMM.GD.PP.KD,EG.ELC.RNWX.ZS,EG.ELC.RNEW.ZS,EG.ELC.NUCL.ZS,EG.ELC.FOSL.ZS,TX.VAL.FUEL.ZS.UN,EN.URB.MCTY.TL.ZS,EN.URB.LCTY.UR.ZS,SE.PRM.ENRL.TC.ZS,SE.SEC.ENRL.TC.ZS,EG.USE.PCAP.KG.OE,EG.USE.ELEC.KH.PC,SE.PRM.CMPT.ZS,SE.SEC.CMPT.LO.ZS,SI.POV.DDAY,SI.POV.LMIC,SI.POV.UMIC,SL.TLF.CACT.ZS,SL.EMP.TOTL.SP.ZS,SP.DYN.LE00.IN,SH.DYN.MORT,SH.IMM.MEAS,NE.GDI.TOTL.ZS,SH.STA.SMSS.ZS,SH.H2O.BASW.ZS,NY.GNP.PCAP.CD
1,-0.133345878040459,0.76648862648088,0.985893137049477,0.537530382072464,-0.450278259322105,0.561928285141064,0.868733839895877,-0.18955367879401,-0.733749896875013,0.583452666492964,-0.323365774124114,0.726807006027222,-0.456567532263351,-0.316527499680262,-0.405085102117497,0.38232327928507,0.00814572886550058,-0.212924469210804,-0.8216940169569,-0.0735591490980564,0.137921672243025,-0.327759515088695,-0.359215985625119,0.244770718200899,0.199907368284748,0.583061714034918,0.524836337460004,0.507478798714639,0.85352740641633,0.823296131114492,-0.259278741056781,0.187636565476313,0.0814937634578744,0.87363148927895,-0.333343784771474,-0.654451867444888,-0.449995416362105
-0.133345878040459,1,0.2679188589481,-0.266926636325572,-0.17684501233167,0.631266348777619,-0.056457021378887,-0.375962138639845,-0.900080159428976,0.448329613173077,-0.789657292624484,-0.356963671257302,0.538882670783753,0.398297475951168,0.539762901527667,0.791405045035381,-0.70988106434482,0.353053240401105,-0.687898492187723,0.0200805100348093,-0.858424924516093,-0.944446709594434,0.92132641625251,0.791884838210538,-0.44040245628374,0.479621997791316,-0.741903299469303,-0.76821784233449,-0.865963225681432,0.119577289053183,-0.125568100365583,0.244575478327076,-0.812287975467238,0.536329722154408,-0.237636250218023,0.83194552387511,0.682111391743743,0.617083519315847
0.76648862648088,0.2679188589481,1,0.687331866496346,0.458692473484438,-0.426837732834275,0.527325220927651,0.548702925904925,-0.516467472739061,-0.518331614401452,0.0689264575867996,-0.142532219835009,0.784278410475366,-0.575731502267178,-0.371085539112563,-0.234601369635134,0.30408796964042,0.471847615045163,-0.354278806531754,-0.834940753708979,-0.218491425400253,-0.247812202979614,-0.0616418568712529,-0.232092584045236,-0.240599107477833,-0.0415071904840471,0.232860151291604,0.180225587329143,0.178414052094768,0.73741071467222,0.670293112412463,-0.529526391395335,0.0271865051169676,0.269771813558427,0.535656435905144,-0.183646724081603,-0.456023190017645,-0.454793283859306
0.985893137049477,-0.266926636325572,0.687331866496346,1,0.557174443650162,-0.50675244407034,0.561637854175711,0.864576811996966,-0.0400161798354954,-0.726546575734145,0.688468026174308,-0.282769775346492,0.611379341517925,-0.487828033434095,-0.380282437151811,-0.5090259643802,0.469750780261704,-0.0842636969297353,-0.0625452242402988,-0.755018113983032,0.0395818209788677,0.254196992431891,-0.443988909328272,-0.450799208851053,0.357310173490402,0.152592928545957,0.64024355833277,0.5840595642076,0.597078957031792,0.841050204496218,0.850846963073568,-0.238204754744938,0.256036058433409,0.0645841785302832,0.862498377565441,-0.437938356586107,-0.701987163681898,-0.509035380779166
0.537530382072464,-0.17684501233167,0.458692473484438,0.557174443650162,1,-0.369048659345849,0.991124114708091,0.520002637116558,0.0664728546193503,-0.482874836840852,0.440191240573914,-0.0842820906216911,0.281288502205645,-0.367246792143138,-0.346047979375526,-0.439660298397446,0.395269382638808,-0.0632863328645828,0.0364674186146586,-0.439818801330789,0.19029139036484,0.268847981454029,-0.324650183174117,-0.335252499587741,0.212442742995095,-0.0248440893311476,0.458374635514833,0.436447911121009,0.457175382873975,0.428157958711177,0.494706090711068,-0.252627799902321,0.295770857404236,-0.0542783211335377,0.620742739826855,-0.360190757837481,-0.486141058483455,-0.419951785510629
-0.450278259322105,0.631266348777619,-0.426837732834275,-0.50675244407034,-0.369048659345849,1,-0.312408322610708,-0.488708639403298,-0.42901086796718,0.623660956997679,-0.494070533347932,-0.452338416238555,0.094074587153148,0.946500650644748,0.937689207266773,0.928263068303459,-0.967863601748047,-0.375484680165362,-0.474495429806033,0.586625552648859,-0.73747319435886,-0.579814254953865,0.871866349257191,0.968138421766707,-0.0823930875549068,0.714479795417338,-0.61942237834205,-0.63990053170221,-0.780430125105088,-0.256344533880193,-0.460303504132313,0.843161350557678,-0.754362385530544,0.226543422875828,-0.326802865108087,0.907468955467207,0.817044442097306,0.987579770937986
0.561928285141064,-0.056457021378887,0.527325220927651,0.561637854175711,0.991124114708091,-0.312408322610708,1,0.512213692205697,-0.0666547373791786,-0.462828452602984,0.354709939035373,-0.141321270825603,0.383591558273068,-0.335918645414811,-0.286874662566417,-0.351447532893022,0.318514583777848,-0.0018812883361175,-0.0705390304087932,-0.482927700288671,0.0763385393614228,0.154144482948464,-0.2213060936931,-0.251747405043338,0.158521298369201,0.0396369994973768,0.387625045942638,0.361765537068673,0.367436700456549,0.472387720194117,0.504238927260281,-0.244083079451552,0.203289269131048,0.00708850328576775,0.627651135731144,-0.264430431309129,-0.42607402006612,-0.362291005839097
0.868733839895877,-0.375962138639845,0.548702925904925,0.864576811996966,0.520002637116558,-0.488708639403298,0.512213692205697,1,0.0484440492865562,-0.950976955737332,0.716681896916848,-0.145383874662751,0.541931774356125,-0.404307078385369,-0.324741964993352,-0.478339087251481,0.42618085250384,-0.119069891246871,-0.249149874529279,-0.809947813782528,0.198266775515257,0.467545971731384,-0.475862240448942,-0.437373428593916,0.2111606970593,0.0989600093248433,0.848004883814833,0.826693130018457,0.733413357411222,0.524301670122174,0.5148431214702,-0.328245971416252,0.529626871898836,-0.401859601402443,0.956810145471573,-0.423032897980312,-0.79406265993619,-0.486297159107613
-0.18955367879401,-0.900080159428976,-0.516467472739061,-0.0400161798354954,0.0664728546193503,-0.42901086796718,-0.0666547373791786,0.0484440492865562,1,-0.142846657385872,0.633847586822216,0.434961396635471,-0.772976698657483,-0.241057351775062,-0.451286121202491,-0.66278792648177,0.579818865131757,-0.448157666545206,0.809094609467118,0.326368393211505,0.857688132469409,0.855621191204896,-0.77450368395038,-0.629628114418309,0.402265478824327,-0.489542553803433,0.522406831866341,0.552668985992197,0.667886836168677,-0.335851331624064,-0.0713565352777273,-0.0693148140146943,0.691842962314822,-0.453894435192932,-0.0608891556638516,-0.720916546048588,-0.44719738930466,-0.435246723042295
-0.733749896875013,0.448329613173077,-0.518331614401452,-0.726546575734145,-0.482874836840852,0.623660956997679,-0.462828452602984,-0.950976955737332,-0.142846657385872,1,-0.648012696538111,-0.0813303311795651,-0.396517571014102,0.535118245058614,0.471313867977132,0.571769263772732,-0.546170562830511,-0.0402729768346623,0.196823136713066,0.82602158491344,-0.389365095180416,-0.560771625386699,0.571113034507121,0.562253728523988,-0.0407837188639394,0.152953985169245,-0.890500610748421,-0.892905033401716,-0.80131467488229,-0.326524405747186,-0.358056608543573,0.546047368470845,-0.719500697290407,0.569027401213993,-0.859285253383826,0.538600936652792,0.866392459456454,0.620735960492923
